RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,ObjectId
B9-106619,1573516800000,1430,"A,S 48 to S 49",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7811
B9-109498,1574294400000,1535,"O,26 to 27",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,7812
B9-111562,1574899200000,9999,"W A,SW 1 to SW 5",INJURY,OTHER,3,1,NO,NO,NO,NO,NO,NO,NO,7813
B9-107124,1573689600000,1018,"S 16,N to O",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7814
B9-107733,1573862400000,211,"ELMWOOD,J to RANDOLPH",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7815
B9-106638,1573516800000,1524,"N 9,P to Q",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7816
B9-109502,1574294400000,1542,"S 13,BURNHAM to STOCKWELL",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,7817
B9-111563,1574899200000,2050,"CAPITOL PKWY W,S 9 to S FOLSOM",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,7818
B9-111566,1574899200000,2020,"CAPITOL PKWY W,S 9 to S FOLSOM",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7819
B9-111569,1574899200000,9999,"W A,SW 1 to SW 5",NON-INJ,OTHER,3,0,NO,NO,NO,NO,NO,NO,NO,7820
B9-111573,1574899200000,2130,", to",NON-INJ,OTHER,3,0,NO,NO,NO,NO,NO,NO,NO,7821
B9-111576,1574899200000,2137,"W VAN DORN,PARK BLVD to HOMESTEAD EXP",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7822
B9-111602,1574899200000,2245,"PIONEERS,RIDGEVIEW to S 69",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7823
B9-111621,1574899200000,2030,"N 27,CENTER to THERESA/OVERPASS",INJURY H&R,OTHER,1,1,YES,NO,NO,NO,NO,YES,NO,7824
B9-111639,1574985600000,329,S 56 at OLD CHENEY,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7825
B9-111661,1574985600000,805,"S 40,BRIARPARK to WILDBRIAR",INJURY,SIDE SWIPE,2,1,NO,NO,NO,NO,NO,NO,NO,7826
B9-111676,1574985600000,958,44 at O,NON-INJ,TURNING,3,0,NO,NO,NO,NO,NO,YES,NO,7827
B9-111681,1574899200000,2100,"HOMESTEAD EXP,W VAN DORN to PIONEERS",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,7828
B9-111690,1574985600000,1155,"S 56,OLD CHENEY to WALTZ",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,7829
B9-111691,1574985600000,1158,S 29 at PINE LAKE,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,7830
B9-111709,1574985600000,1322,"NEBR HWY,S 33 to S 40",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,7831
B9-111740,1574985600000,1616,"S 48,F to RANDOLPH",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7832
B9-111769,1574985600000,1750,"S 17,HARWOOD to SOUTH",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,7833
B9-111772,1574985600000,1800,S 33 at A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,7834
B9-111773,1574985600000,1757,"I 80,W CORNHUSKER to I 80",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7835
B9-111789,1574985600000,1819,"CORNHUSKER,N 11 to N 14",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7836
B9-111794,1574985600000,1850,"N 10,P to Q",INJURY,SIDE SWIPE,2,1,NO,NO,NO,NO,NO,NO,NO,7837
B9-111798,1574985600000,1904,"S 27,PINE LAKE to PORTER RIDGE",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7838
B9-111826,1574985600000,2039,SUN VALLEY at VICTORY LN,INJURY,RIGHT ANGLE,2,3,NO,NO,NO,NO,NO,YES,NO,7839
B9-111836,1574985600000,9999,"BALLARD,N 62 to N 63",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7840
B9-111838,1574985600000,2124,N 48 at VINE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,7841
B9-111850,1574985600000,2200,"O,10 to 11",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7842
B9-111871,1574985600000,2322,S 70 at YANKEE HILL,INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,7843
B9-111877,1574985600000,9999,"W SOUTH,SW 23 to SW 26",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7844
B9-111880,1575072000000,5,"6100 O,Q to PRIVATE RD",INJURY,,1,1,NO,NO,NO,NO,NO,NO,NO,7845
B9-111944,1575072000000,815,S 48 at CALVERT,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7846
B9-111951,1575072000000,1005,"HWY 34,W FLETCHER to FALLBROOK BLVD",INJURY,OTHER,2,1,NO,NO,NO,NO,NO,YES,NO,7847
B9-111964,1575072000000,1131,"NORMAL,S 70 to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7848
B9-112013,1575072000000,9999,"CLEVELAND,N 38 to N 39",NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,NO,NO,7849
B9-112014,1575072000000,1550,"HWY 34,W FLETCHER to FALLBROOK BLVD",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7850
B9-112084,1575072000000,2053,"MORNING GLORY,BLUE SKY to N 86",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7851
B9-112093,1575072000000,2056,"S 10,HILL ST to VAN DORN",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,7852
B9-112114,1575072000000,2230,"S 33,WHITLOCK RD to OHANLON DR",NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,7853
B9-112160,1575158400000,200,"LEIGHTON,N 57 to N 58",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7854
B9-112170,1575158400000,348,"NW 1,CHADDERTON CR to BARONS RD",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7855
B9-112203,1575158400000,315,"YOSEMITE,CHAPEL HILLS to DORAL",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7856
B9-112243,1575158400000,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7857
B9-107745,1573862400000,9999,UNKNOWN at -,NON-INJ,UNKNOWN,1,0,NO,NO,NO,NO,NO,NO,NO,7858
B9-107791,1573776000000,9999,"INDIGO RD,N 14 to N 15",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7859
B9-107801,1573862400000,954,S 11 at L,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7860
B9-107840,,0,"S 14,DAHLBERG DR to YANKEE HILL",NON-INJ,,0,0,NO,NO,NO,NO,NO,NO,NO,7861
B9-107845,1573862400000,1317,"S 27,CINDY to OLD CHENEY",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7862
B9-107847,1573862400000,1322,"S 48,J to RANDOLPH",INJURY,OTHER,1,1,NO,NO,YES,NO,NO,NO,NO,7863
B9-107861,1573862400000,1415,"I 180,CORNHUSKER to SUPERIOR",INJURY,OTHER,3,2,NO,NO,NO,NO,NO,NO,NO,7864
B9-107862,1573862400000,1410,SALT CREEK RDWY at N ANTELOPE VALL,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7865
B9-107869,1573862400000,1449,N 84 at COLLEGE PARK RD,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7866
B9-107913,1573862400000,1630,5141 O at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7867
B9-107935,1573862400000,1727,S 14 at OLD CHENEY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,7868
B9-107952,1573862400000,1810,"VINE,N 66 to N 68",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,7869
B9-107954,1573862400000,1750,N 27 at VINE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7870
B9-107961,1573862400000,1836,"O,63 to 66",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7871
B9-107967,1573862400000,1844,"O,42 to 44",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,NO,NO,7872
B9-108024,1573862400000,2115,S 27 at SHERIDAN,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7873
B9-108041,1573862400000,2150,"Q,PINNACLE ARENA to CANOPY ST",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7874
B9-108063,1573862400000,9999,1301 L ST at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7875
B9-108175,1573948800000,1042,"S 70,OLD CHENEY to STEVENS RIDGE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7876
B9-108184,1573689600000,9999,S 48 at GLADE,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7877
B9-108214,1573948800000,1410,"NEBR HWY,CALVERT to PIONEERS",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,7878
B9-108216,1573948800000,1423,"X,FONTENELLE to N 37",NON-INJ,HEAD ON,2,0,NO,NO,NO,NO,NO,YES,NO,7879
B9-108223,1573948800000,1340,S 17 at WASHINGTON,INJURY,TURNING,2,4,NO,NO,NO,NO,NO,NO,NO,7880
B9-108259,1573948800000,1710,"RANDOLPH,S 27 to S 28",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,7881
B9-108287,1573948800000,1834,5000 ST PAUL at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,7882
B9-106640,1573516800000,1540,"S COTNER,J to RANDOLPH",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7883
B9-108322,1573948800000,2000,"NEBR HWY,S 40 to S 48",INJURY H&R,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7884
B9-106648,1573516800000,1605,"NEBR HWY,S 48 to S 56",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,7885
B9-108340,1573948800000,9999,"N 9,CLAREMONT to NEW HAMPSHIRE",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7886
B9-106656,1573516800000,1621,"N 13,Q to R",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7887
B9-108385,1574035200000,655,"HAVELOCK,CORNHUSKER to TOUZALIN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7888
B9-106659,1573516800000,9999,"N 25,HOLDREGE to POTTER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7889
B9-108386,1574035200000,715,S 27 at CAPITOL PKWY,INJURY,OTHER,2,1,NO,YES,NO,NO,NO,NO,NO,7890
B9-106666,1573516800000,1655,"HOLDREGE,GRACE to N 33",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7891
B9-108400,1574035200000,816,"W FLETCHER,NW 1 to HWY 34",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7892
B9-106669,1573516800000,1715,"O,16 to 17",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,7893
B9-108442,1574035200000,1125,"S 17,HARWOOD to SOUTH",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,7894
B9-106682,1573516800000,1752,"TOUZALIN,BALLARD to HAVELOCK",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7895
B9-108516,1574035200000,1515,"S 70,MONTEREY to SUMNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7896
B9-106695,1573516800000,1830,"HIGH,S 52 to S 54",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7897
B9-108520,1574035200000,9999,435 S 10 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7898
B9-106701,1573516800000,1705,"S 84,EIGER DR to NEBR HWY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7899
B9-108536,1574035200000,1440,"S 52,EVERETT to SUMNER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7900
B9-108537,1573948800000,9999,UNKNOWN at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7901
B9-107126,1573516800000,9999,"7001 S 14,SW HIGH SCHOOL to PARKING LOT",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7902
B9-109510,1574294400000,1552,"RANDOLPH BYPASS,S 21 to S 23",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7903
B9-107132,1573689600000,1059,"N 27,ENTERPRISE to FOLKWAYS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7904
B9-107137,1573689600000,1108,N 27 at CORNHUSKER,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,7905
B9-107146,1573689600000,1149,"S 17,HARWOOD to SOUTH",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,7906
B9-107177,1573689600000,1340,"OLD CHENEY,S 53 to S 56",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7907
B9-107178,1573689600000,0,UNKNOWN at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,7908
B9-107193,1573689600000,1454,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7909
B9-107209,1573689600000,1535,SOUTH at DEVONSHIRE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7910
B9-107215,1573689600000,1609,S 33 at RANDOLPH,INJURY,TURNING,1,1,NO,YES,NO,NO,NO,NO,NO,7911
B9-107218,1573603200000,0,"POPLAR RD,POPLAR PL to S 75",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7912
B9-107226,1573689600000,1644,PRAIRIE HILL at PRAIRIE,NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7913
B9-107230,1573689600000,1625,N 26 at P,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7914
B9-107234,1573689600000,1654,N 48 at VINE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7915
B9-107243,1573689600000,1704,"S 9,PLUM to SOUTH",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,7916
B9-107245,1573689600000,1707,"S 56,EDGEWOOD to SHADY CREEK",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7917
B9-107250,1573689600000,1700,"N 14,ELBA to SUPERIOR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7918
B9-107251,1573689600000,1705,"SUPERIOR,HAVELOCK to N 56",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,7919
B9-107259,1573689600000,1735,N 20 at CORNHUSKER,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,7920
B9-107260,1573689600000,1742,"W O,HOMESTEAD EXP to W 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7921
B9-107275,1573689600000,1835,S 14 at OLD CHENEY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7922
B9-107297,1573689600000,1500,"B,S 35 to S 37",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7923
B9-107308,1573689600000,2000,S 17 at K,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,7924
B9-107328,1573689600000,2128,48 at O,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7925
B9-107340,1573689600000,2223,S 16 at C,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,7926
B9-107392,1573776000000,350,"S 17,CALVERT to STOCKWELL",NON-INJ H&R,PARKED,5,0,NO,NO,NO,NO,NO,YES,NO,7927
B9-107394,1573776000000,9999,"S 84,PIONEERS to PRESCOTT",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,7928
B9-107402,1573776000000,725,"SAUNDERS,N 12 to N ANTELOPE VALL",INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,7929
B9-107409,1573776000000,9999,3001 NW 12 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7930
B9-107428,1573776000000,923,"N 56,VINE to WILSHIRE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7931
B9-107431,1573776000000,920,"N ANTELOPE VALL,VINE to N 17",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,7932
B9-107455,1573776000000,1030,"SOUTH,S 20 to WORTHINGTON",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,7933
B9-107493,1573776000000,1230,SUN VALLEY at W O,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7934
B9-107494,1573776000000,1220,6411 OLD CHENEY at PARKING LOT,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,7935
B9-107496,1573689600000,1630,"N 14,FLETCHER to HUMPHREY",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,7936
B9-107504,1573776000000,1115,5055 A at PARKING LOT,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,7937
B9-107508,1573776000000,1237,S 14 at WARLICK,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,7938
B9-107519,1573776000000,1332,"O,33 to 34",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,YES,7939
B9-107522,1573776000000,1348,OLD CHENEY at S 53,INJURY,RIGHT ANGLE,2,3,NO,NO,NO,NO,NO,NO,NO,7940
B9-107525,1573776000000,1351,11 at O,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7941
B9-109513,1574294400000,1602,"S 70,L to O",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,7942
B9-109543,1574294400000,1708,"S 70,MONTEREY to SUMNER",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,7943
B9-109545,1574380800000,1715,"O,46 to 48",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7944
B9-109549,1574294400000,1729,"S 9,ROSE to SUMNER",NON-INJ,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,7945
B9-109553,1574294400000,1749,S 84 at FIRETHORN LN,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7946
B9-109560,1574294400000,1815,"P,N 25 to N 26",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,7947
B9-109595,1574294400000,1957,"I 180,CORNHUSKER to R",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7948
B9-109617,1574294400000,2201,S 48 at HIGH,NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7949
B9-109621,1574294400000,2205,"I 180,I 80 to SUPERIOR",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7950
B9-109650,1574380800000,235,"S 6,CALVERT to S 7",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7951
B9-109689,1574380800000,752,"N 48,R to O",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,7952
B9-109692,1574380800000,800,S 20 at SOUTH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7953
B9-109694,1574380800000,9999,"N 11,GRANDVIEW to VALE",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7954
B9-109715,1574380800000,955,PINE LAKE at S 38,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7955
B9-109725,1574380800000,1055,"PINE LAKE,S 38 to S 40",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7956
B9-109801,1574380800000,1412,"N 27,Q to R",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7957
B9-109808,1574380800000,1447,"S 56,LILLIBRIDGE to MYRTLE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7958
B9-109812,1574380800000,1455,GOODHUE BLVD at F,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7959
B9-109818,1574380800000,1100,"S 70,A to TETON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7960
B9-109823,1574380800000,1546,"N 48,R to O",INJURY,SIDE SWIPE,2,2,NO,NO,NO,NO,NO,NO,NO,7961
B9-109832,1557964800000,9999,3540 CLEVELAND at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7962
B9-109835,1574380800000,1615,S 70 at NEBR HWY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,7963
B9-109842,1574380800000,1625,"N 45,R to VINE",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,7964
B9-109846,1574380800000,1640,"N 48,R to O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7965
B9-109852,1574380800000,1727,"OLD CHENEY,HICKORY CREST to S 70",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,7966
B9-109873,1574380800000,1827,"S 84,KATHY to MANDARIN",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7967
B9-109889,1574380800000,1806,3400 N 85 at WALMART PARKING,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7968
B9-109924,1574380800000,1950,N 25 at FOLKWAYS,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7969
B9-109933,1574380800000,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7970
B9-110020,1574467200000,708,"OLD CHENEY,VANDERVOORT DR to NEBR HWY",INJURY,REAR END,2,4,NO,NO,NO,NO,NO,NO,NO,7971
B9-110025,1574467200000,750,"S 17,E to F",INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,7972
B9-110033,1574467200000,918,S 33 at NEBR HWY,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,YES,NO,7973
B9-106730,1573516800000,2112,S 16 at K,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,7974
B9-106765,1573516800000,2000,"O,84 to 90",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7975
B9-106784,1573603200000,515,I 80 at I 180,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7976
B9-106792,1573603200000,745,VALLEY at PIEDMONT,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,7977
B9-106820,1573603200000,1000,N 20 at HARTLEY,INJURY,DRIVEWAY,2,2,NO,NO,NO,NO,NO,YES,NO,7978
B9-106826,1573603200000,1023,"A,S 22 to S 23",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7979
B9-106836,1573516800000,1318,110 NW 20 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,7980
B9-106842,1573603200000,1128,"S 40,LOCUST to PIONEERS",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,7981
B9-106868,1573603200000,1310,"N 11,O to P",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7982
B9-106874,1573603200000,1330,"SUPERIOR,BEL RIDGE to N 14",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7983
B9-106880,1573430400000,9999,"7001 S 14,PARKING LOT D to SW HIGH SCHOOL",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7984
B9-106903,1573603200000,1447,"S 48,COOPER to STOCKWELL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7985
B9-106919,1573603200000,1515,"S 70,A to SUMNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7986
B9-106921,1573603200000,1520,"S 70,NORMAL to VAN DORN",NON-INJ H&R,OTHER,2,0,NO,NO,NO,NO,NO,NO,NO,7987
B9-106928,1573603200000,1550,"O,37 to 38",INJURY,REAR END,4,1,NO,NO,NO,NO,NO,NO,NO,7988
B9-106939,1573603200000,1605,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7989
B9-106944,1573603200000,1614,"S 70,MONTEREY to SUMNER",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,7990
B9-106955,1573603200000,1640,"N 84,COLLEGE PARK RD to O",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,7991
B9-106956,1573603200000,1650,"S 40,LARKWOOD to PINE LAKE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7992
B9-106959,1573603200000,1654,"S 84,AUGUSTA DR to WENDELL WAY",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7993
B9-106960,1573603200000,1630,"PRESCOTT,S 47 to S 48",NON-INJ H&R,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,7994
B9-106975,1573603200000,1738,"N COTNER,AYLESWORTH to FRANCIS",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,7995
B9-106986,1573603200000,1818,"S 27,JAMIE LN to YANKEE HILL",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7996
B9-107012,1573603200000,1945,N 48 at VINE,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,7997
B9-107029,1573603200000,2137,"SOUTH,PEPPER to S 27",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7998
B9-107031,1573603200000,2135,NW 48 at W ADAMS,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7999
B9-107044,1573603200000,9999,1600 S 48 at PARKING GARAGE B,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,8000
B9-115862,1576195200000,1050,"S 56,MADALYN to PINE LAKE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,8001
